,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
"4356,1631210,""Toppin, Jacob"",Jacob Toppin,1,2023,2023,jacob_toppin,jacob_toppin,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11"
"4357,1630167,""Toppin, Obi"",Obi Toppin,1,2020,2023,obi_toppin,obi_toppin,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00"
"4361,1629308,""Toscano-Anderson, Juan"",Juan Toscano-Anderson,0,2019,2023,juan_toscano-anderson,juan_toscano-anderson,0,,,,,,Y,01"
"4364,1626253,""Toupane, Axel"",Axel Toupane,0,2015,2020,axel_toupane,axel_toupane,0,,,,,,Y,01"
"4369,1626157,""Towns, Karl-Anthony"",Karl-Anthony Towns,1,2015,2023,karl-anthony_towns,karl-anthony_towns,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,00"
"4373,1714,""Traylor, Robert"",Robert Traylor,0,1998,2004,robert_traylor,robert_traylor,0,,,,,,Y,00"
"4375,1629018,""Trent Jr., Gary"",Gary Trent Jr.,1,2018,2023,gary_trent_jr,gary_trent_jr,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01"
"4378,1629019,""Trier, Allonzo"",Allonzo Trier,0,2018,2019,allonzo_trier,allonzo_trier,0,,,,,,Y,01"
"4382,2054,""Tsakalidis, Jake"",Jake Tsakalidis,0,2000,2006,jake_tsakalidis,jake_tsakalidis,0,,,,,,Y,00"
"4384,1631131,""Tshiebwe, Oscar"",Oscar Tshiebwe,1,2023,2023,oscar_tshiebwe,oscar_tshiebwe,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11"
"4386,2401,""Tskitishvili, Nikoloz"",Nikoloz Tskitishvili,0,2002,2005,nikoloz_tskitishvili,nikoloz_tskitishvili,0,,,,,,Y,00"
"4388,201169,""Tucker, Alando"",Alando Tucker,0,2007,2009,alando_tucker,alando_tucker,0,,,,,,Y,01"
"4391,200782,""Tucker, P.J."",P.J. Tucker,1,2006,2023,pj_tucker,pj_tucker,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01"
"4392,1629730,""Tucker, Rayjon"",Rayjon Tucker,0,2019,2021,rayjon_tucker,rayjon_tucker,0,,,,,,Y,01"
"4394,101142,""Turiaf, Ronny"",Ronny Turiaf,0,2005,2014,ronny_turiaf,ronny_turiaf,0,,,,,,Y,00"
"4396,2045,""Turkoglu, Hedo"",Hedo Turkoglu,0,2000,2014,hedo_turkoglu,hedo_turkoglu,0,,,,,,Y,00"
"4400,202323,""Turner, Evan"",Evan Turner,0,2010,2019,evan_turner,evan_turner,0,,,,,,Y,00"
"4406,1626167,""Turner, Myles"",Myles Turner,1,2015,2023,myles_turner,myles_turner,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00"
"4412,202719,""Tyler, Jeremy"",Jeremy Tyler,0,2011,2013,jeremy_tyler,jeremy_tyler,0,,,,,,Y,01"
"4415,1641816,""Tyson, Hunter"",Hunter Tyson,1,2023,2023,hunter_tyson,hunter_tyson,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,11"
"4416,202775,""Ubiles, Edwin"",Edwin Ubiles,0,2011,2011,edwin_ubiles,edwin_ubiles,0,,,,,,Y,01"
"4417,202327,""Udoh, Ekpe"",Ekpe Udoh,0,2010,2018,ekpe_udoh,ekpe_udoh,0,,,,,,Y,00"
"4418,2137,""Udoka, Ime"",Ime Udoka,0,2003,2010,ime_udoka,ime_udoka,0,,,,,,Y,01"
"4419,2757,""Udrih, Beno"",Beno Udrih,0,2004,2016,beno_udrih,beno_udrih,0,,,,,,Y,00"
"4420,101146,""Ukic, Roko"",Roko Ukic,0,2008,2009,roko_ukic,roko_ukic,0,,,,,,Y,00"
"4421,1627755,""Ulis, Tyler"",Tyler Ulis,0,2016,2018,tyler_ulis,tyler_ulis,0,,,,,,Y,01"
"4422,1630649,""Umude, Stanley"",Stanley Umude,1,2022,2023,stanley_umude,stanley_umude,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,11"
"4426,1627784,""Uthoff, Jarrod"",Jarrod Uthoff,0,2016,2019,jarrod_uthoff,jarrod_uthoff,0,,,,,,Y,01"
"4427,202386,""Uzoh, Ben"",Ben Uzoh,0,2010,2011,ben_uzoh,ben_uzoh,0,,,,,,Y,01"
"4428,201987,""Vaden, Robert"",Robert Vaden,0,2010,2010,robert_vaden,robert_vaden,0,,,,,,N,01"
"4429,202685,""Valanciunas, Jonas"",Jonas Valanciunas,1,2012,2023,jonas_valanciunas,jonas_valanciunas,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00"
"4431,1627756,""Valentine, Denzel"",Denzel Valentine,0,2016,2021,denzel_valentine,denzel_valentine,0,,,,,,Y,01"
"4438,89,""Van Exel, Nick"",Nick Van Exel,0,1993,2005,nick_van exel,nick_van_exel,0,,,,,,Y,00"
"4439,1496,""Van Horn, Keith"",Keith Van Horn,0,1997,2005,keith_van horn,keith_van_horn,0,,,,,,Y,00"
"4441,1627832,""VanVleet, Fred"",Fred VanVleet,1,2016,2023,fred_vanvleet,fred_vanvleet,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01"
"4444,1629020,""Vanderbilt, Jarred"",Jarred Vanderbilt,1,2018,2023,jarred_vanderbilt,jarred_vanderbilt,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01"
"4450,2760,""Varejao, Anderson"",Anderson Varejao,0,2004,2020,anderson_varejao,anderson_varejao,0,,,,,,Y,00"
"4451,202363,""Varnado, Jarvis"",Jarvis Varnado,0,2012,2013,jarvis_varnado,jarvis_varnado,0,,,,,,Y,01"
"4452,202349,""Vasquez, Greivis"",Greivis Vasquez,0,2010,2016,greivis_vasquez,greivis_vasquez,0,,,,,,Y,00"
"4453,1630170,""Vassell, Devin"",Devin Vassell,1,2020,2023,devin_vassell,devin_vassell,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00"
"4456,1521,""Vaughn, Jacque"",Jacque Vaughn,0,1997,2008,jacque_vaughn,jacque_vaughn,0,,,,,,Y,00"
"4457,1626173,""Vaughn, Rashad"",Rashad Vaughn,0,2015,2017,rashad_vaughn,rashad_vaughn,0,,,,,,Y,01"
"4462,202686,""Vesely, Jan"",Jan Vesely,0,2011,2013,jan_vesely,jan_vesely,0,,,,,,Y,00"
"4464,1628426,""Vezenkov, Sasha"",Sasha Vezenkov,1,2023,2023,sasha_vezenkov,sasha_vezenkov,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00"
"4466,1630492,""Vildoza, Luca"",Luca Vildoza,0,2020,2021,luca_vildoza,luca_vildoza,0,,,,,,Y,00"
"4467,101111,""Villanueva, Charlie"",Charlie Villanueva,0,2005,2015,charlie_villanueva,charlie_villanueva,0,,,,,,Y,00"
"4468,1629216,""Vincent, Gabe"",Gabe Vincent,1,2019,2023,gabe_vincent,gabe_vincent,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01"
"4471,200790,""Vinicius, Marcus"",Marcus Vinicius,0,2006,2007,marcus_vinicius,marcus_vinicius,0,,,,,,Y,01"
"4477,203943,""Vonleh, Noah"",Noah Vonleh,0,2014,2022,noah_vonleh,noah_vonleh,0,,,,,,Y,01"
"4478,2063,""Voskuhl, Jake"",Jake Voskuhl,0,2000,2008,jake_voskuhl,jake_voskuhl,0,,,,,,Y,00"
"4483,2761,""Vroman, Jackson"",Jackson Vroman,0,2004,2005,jackson_vroman,jackson_vroman,0,,,,,,Y,00"
"4484,202696,""Vucevic, Nikola"",Nikola Vucevic,1,2011,2023,nikola_vucevic,nikola_vucevic,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00"
"4485,2756,""Vujacic, Sasha"",Sasha Vujacic,0,2004,2016,sasha_vujacic,sasha_vujacic,0,,,,,,Y,00"
"4486,1629731,""Wade, Dean"",Dean Wade,1,2019,2023,dean_wade,dean_wade,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01"
"4487,2548,""Wade, Dwyane"",Dwyane Wade,0,2003,2018,dwyane_wade,dwyane_wade,0,,,,,,Y,00"
"4489,101144,""Wafer, Von"",Von Wafer,0,2005,2011,von_wafer,von_wafer,0,,,,,,Y,01"
"4491,2402,""Wagner, Dajuan"",Dajuan Wagner,0,2002,2006,dajuan_wagner,dajuan_wagner,0,,,,,,Y,00"
"4493,1630532,""Wagner, Franz"",Franz Wagner,1,2021,2023,franz_wagner,franz_wagner,1610612753,Orlando,Magic,ORL,magic,magic,Y,00"
"4495,1629021,""Wagner, Moritz"",Moritz Wagner,1,2018,2023,moritz_wagner,moritz_wagner,1610612753,Orlando,Magic,ORL,magic,magic,Y,01"
"4496,1630688,""Wainright, Ish"",Ish Wainright,0,2021,2023,ish_wainright,ish_wainright,0,,,,,,Y,00"
"4497,203079,""Waiters, Dion"",Dion Waiters,0,2012,2019,dion_waiters,dion_waiters,0,,,,,,Y,00"
"4502,952,""Walker, Antoine"",Antoine Walker,0,1996,2007,antoine_walker,antoine_walker,0,,,,,,Y,01"
"4507,201611,""Walker, Henry"",Henry Walker,0,2008,2014,henry_walker,henry_walker,0,,,,,,Y,01"
"4509,1631133,""Walker, Jabari"",Jabari Walker,1,2022,2023,jabari_walker,jabari_walker,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00"
"4510,1641716,""Walker, Jarace"",Jarace Walker,1,2023,2023,jarace_walker,jarace_walker,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11"
"4512,202689,""Walker, Kemba"",Kemba Walker,0,2011,2022,kemba_walker,kemba_walker,0,,,,,,Y,00"
"4514,1630640,""Walker, MJ"",MJ Walker,0,2021,2021,mj_walker,mj_walker,0,,,,,,Y,11"
"4516,955,""Walker, Samaki"",Samaki Walker,0,1996,2005,samaki_walker,samaki_walker,0,,,,,,Y,00"
"4518,1629022,""Walker IV, Lonnie"",Lonnie Walker IV,1,2018,2023,lonnie_walker,lonnie_walker_iv,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01"
"4519,202322,""Wall, John"",John Wall,0,2010,2022,john_wall,john_wall,0,,,,,,Y,00"
"4520,1112,""Wallace, Ben"",Ben Wallace,0,1996,2011,ben_wallace,ben_wallace,0,,,,,,Y,00"
"4521,1641717,""Wallace, Cason"",Cason Wallace,1,2023,2023,cason_wallace,cason_wallace,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00"
"4522,2222,""Wallace, Gerald"",Gerald Wallace,0,2001,2014,gerald_wallace,gerald_wallace,0,,,,,,Y,00"
"4525,739,""Wallace, Rasheed"",Rasheed Wallace,0,1995,2012,rasheed_wallace,rasheed_wallace,0,,,,,,Y,00"
"4526,1627820,""Wallace, Tyrone"",Tyrone Wallace,0,2017,2021,tyrone_wallace,tyrone_wallace,0,,,,,,Y,01"
"4530,1641775,""Walsh, Jordan"",Jordan Walsh,1,2023,2023,jordan_walsh,jordan_walsh,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,11"
"4531,101190,""Walsh, Matt"",Matt Walsh,0,2005,2005,matt_walsh,matt_walsh,0,,,,,,Y,01"
"4537,2575,""Walton, Luke"",Luke Walton,0,2003,2012,luke_walton,luke_walton,0,,,,,,Y,00"
"4538,1628476,""Walton Jr., Derrick"",Derrick Walton Jr.,0,2017,2021,derrick_walton_jr,derrick_walton_jr,0,,,,,,Y,01"
"4539,202954,""Wanamaker, Brad"",Brad Wanamaker,0,2018,2021,brad_wanamaker,brad_wanamaker,0,,,,,,Y,01"
"4542,369,""Ward, Charlie"",Charlie Ward,0,1994,2004,charlie_ward,charlie_ward,0,,,,,,Y,00"
"4545,203810,""Ware, Casper"",Casper Ware,0,2013,2013,casper_ware,casper_ware,0,,,,,,Y,00"
"4550,1627866,""Warney, Jameel"",Jameel Warney,0,2017,2017,jameel_warney,jameel_warney,0,,,,,,Y,01"
"4552,203933,""Warren, T.J."",T.J. Warren,0,2014,2022,tj_warren,tj_warren,0,,,,,,Y,01"
"4553,202378,""Warren, Willie"",Willie Warren,0,2010,2010,willie_warren,willie_warren,0,,,,,,Y,01"
"4555,101124,""Warrick, Hakim"",Hakim Warrick,0,2005,2012,hakim_warrick,hakim_warrick,0,,,,,,Y,01"
"4557,1627395,""Washburn, Julian"",Julian Washburn,0,2018,2018,julian_washburn,julian_washburn,0,,,,,,Y,11"
"4559,200827,""Washington, Darius"",Darius Washington,0,2007,2007,darius_washington,darius_washington,0,,,,,,Y,01"
"4565,1629023,""Washington, P.J."",P.J. Washington,1,2019,2023,pj_washington,pj_washington,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"4569,1630613,""Washington Jr., Duane"",Duane Washington Jr.,1,2021,2023,duane_washington_jr,duane_washington_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11"
"4570,1631102,""Washington Jr., TyTy"",TyTy Washington Jr.,1,2022,2023,tyty_washington,tyty_washington_jr,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,11"
"4571,1629139,""Watanabe, Yuta"",Yuta Watanabe,1,2018,2023,yuta_watanabe,yuta_watanabe,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01"
"4572,1629682,""Waters, Tremont"",Tremont Waters,0,2019,2021,tremont_waters,tremont_waters,0,,,,,,Y,01"
"4573,1630322,""Waters III, Lindy"",Lindy Waters III,1,2021,2023,lindy_waters_iii,lindy_waters_iii,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11"
"4574,1630570,""Watford, Trendon"",Trendon Watford,1,2021,2023,trendon_watford,trendon_watford,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00"
"4575,201208,""Watkins, Darryl"",Darryl Watkins,0,2007,2011,darryl_watkins,darryl_watkins,0,,,,,,Y,01"
"4576,201228,""Watson, C.J."",C.J. Watson,0,2007,2016,c.j._watson,cj_watson,0,,,,,,Y,01"
"4577,2248,""Watson, Earl"",Earl Watson,0,2001,2013,earl_watson,earl_watson,0,,,,,,Y,00"
"4579,1628778,""Watson, Paul"",Paul Watson,0,2019,2021,paul_watson,paul_watson,0,,,,,,Y,11"
"4580,1631212,""Watson, Peyton"",Peyton Watson,1,2022,2023,peyton_watson,peyton_watson,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01"
"4583,203146,""Wayns, Maalik"",Maalik Wayns,0,2012,2013,maalik_wayns,maalik_wayns,0,,,,,,Y,01"
"4584,204033,""Wear, David"",David Wear,0,2014,2014,david_wear,david_wear,0,,,,,,Y,01"
"4585,204037,""Wear, Travis"",Travis Wear,0,2014,2017,travis_wear,travis_wear,0,,,,,,Y,01"
"4586,221,""Weatherspoon, Clar."",Clar. Weatherspoon,0,1992,2004,clar._weatherspoon,clar_weatherspoon,0,,,,,,Y,00"
"4588,1629683,""Weatherspoon, Quinndary"",Quinndary Weatherspoon,0,2019,2021,quinndary_weatherspoon,quinndary_weatherspoon,0,,,,,,Y,11"
"4589,201602,""Weaver, Kyle"",Kyle Weaver,0,2008,2010,kyle_weaver,kyle_weaver,0,,,,,,Y,01"
"4593,1627821,""Webb III, James"",James Webb III,0,2017,2017,james_webb iii,james_webb_iii,0,,,,,,Y,01"
"4594,185,""Webber, Chris"",Chris Webber,0,1993,2007,chris_webber,chris_webber,0,,,,,,Y,00"
"4595,1627362,""Weber, Briante"",Briante Weber,0,2015,2017,briante_weber,briante_weber,0,,,,,,Y,01"
"4598,101110,""Webster, Martell"",Martell Webster,0,2005,2014,martell_webster,martell_webster,0,,,,,,Y,01"
"4601,201603,""Weems, Sonny"",Sonny Weems,0,2008,2015,sonny_weems,sonny_weems,0,,,,,,Y,01"
"4606,1719,""Wells, Bonzi"",Bonzi Wells,0,1998,2007,bonzi_wells,bonzi_wells,0,,,,,,Y,00"
"4611,2412,""Welsch, Jiri"",Jiri Welsch,0,2002,2005,jiri_welsch,jiri_welsch,0,,,,,,Y,00"
"4612,1629118,""Welsh, Thomas"",Thomas Welsh,0,2018,2018,thomas_welsh,thomas_welsh,0,,,,,,Y,01"
"4613,1641705,""Wembanyama, Victor"",Victor Wembanyama,1,2023,2023,victor_wembanyama,victor_wembanyama,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00"
"4618,1631104,""Wesley, Blake"",Blake Wesley,1,2022,2023,blake_wesley,blake_wesley,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01"
"4619,133,""Wesley, David"",David Wesley,0,1993,2006,david_wesley,david_wesley,0,,,,,,Y,00"
"4621,2561,""West, David"",David West,0,2003,2017,david_west,david_west,0,,,,,,Y,00"
"4622,2753,""West, Delonte"",Delonte West,0,2004,2011,delonte_west,delonte_west,0,,,,,,Y,01"
"4625,201238,""West, Mario"",Mario West,0,2007,2010,mario_west,mario_west,0,,,,,,Y,01"
"4628,201566,""Westbrook, Russell"",Russell Westbrook,1,2008,2023,russell_westbrook,russell_westbrook,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00"
"4631,101156,""Whaley, Robert"",Robert Whaley,0,2005,2005,robert_whaley,robert_whaley,0,,,,,,Y,00"
"4637,1629632,""White, Coby"",Coby White,1,2019,2023,coby_white,coby_white,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00"
"4638,201591,""White, DJ"",DJ White,0,2008,2013,dj_white,dj_white,0,,,,,,Y,01"
"4639,1628401,""White, Derrick"",Derrick White,1,2017,2023,derrick_white,derrick_white,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01"
"4643,1631298,""White, Jack"",Jack White,0,2022,2022,jack_white,jack_white,0,,,,,,Y,11"
"4644,1751,""White, Jahidi"",Jahidi White,0,1998,2004,jahidi_white,jahidi_white,0,,,,,,Y,00"
"4645,200778,""White, James"",James White,0,2006,2012,james_white,james_white,0,,,,,,Y,01"
"4647,1627855,""White, Okaro"",Okaro White,0,2016,2018,okaro_white,okaro_white,0,,,,,,Y,01"
"4649,2206,""White, Rodney"",Rodney White,0,2001,2004,rodney_white,rodney_white,0,,,,,,Y,00"
"4651,203091,""White, Royce"",Royce White,0,2012,2013,royce_white,royce_white,0,,,,,,Y,01"
"4653,202358,""White, Terrico"",Terrico White,0,2010,2010,terrico_white,terrico_white,0,,,,,,Y,01"
"4656,1628510,""White III, Andrew"",Andrew White III,0,2017,2017,andrew_white,andrew_white_iii,0,,,,,,Y,01"
"4657,1641727,""Whitehead, Dariq"",Dariq Whitehead,1,2023,2023,dariq_whitehead,dariq_whitehead,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11"
"4658,1627785,""Whitehead, Isaiah"",Isaiah Whitehead,0,2016,2018,isaiah_whitehead,isaiah_whitehead,0,,,,,,Y,01"
"4661,202355,""Whiteside, Hassan"",Hassan Whiteside,0,2010,2021,hassan_whiteside,hassan_whiteside,0,,,,,,Y,01"
"4663,1641715,""Whitmore, Cam"",Cam Whitmore,1,2023,2023,cam_whitmore,cam_whitmore,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"4666,204222,""Whittington, Greg"",Greg Whittington,0,2020,2020,greg_whittington,greg_whittington,0,,,,,,Y,01"
"4667,203963,""Whittington, Shayne"",Shayne Whittington,0,2014,2015,shayne_whittington,shayne_whittington,0,,,,,,Y,01"
"4671,1630580,""Wieskamp, Joe"",Joe Wieskamp,0,2021,2022,joe_wieskamp,joe_wieskamp,0,,,,,,Y,11"
"4672,1630598,""Wiggins, Aaron"",Aaron Wiggins,1,2021,2023,aaron_wiggins,aaron_wiggins,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01"
"4673,203952,""Wiggins, Andrew"",Andrew Wiggins,1,2014,2023,andrew_wiggins,andrew_wiggins,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00"
"4675,1629623,""Wigginton, Lindell"",Lindell Wigginton,0,2021,2023,lindell_wigginton,lindell_wigginton,0,,,,,,Y,01"
"4677,203912,""Wilcox, C.J."",C.J. Wilcox,0,2014,2017,cj_wilcox,cj_wilcox,0,,,,,,Y,01"
"4678,2404,""Wilcox, Chris"",Chris Wilcox,0,2002,2012,chris_wilcox,chris_wilcox,0,,,,,,Y,00"
"4681,1628451,""Wiley, Jacob"",Jacob Wiley,0,2017,2017,jacob_wiley,jacob_wiley,0,,,,,,Y,01"
"4689,2863,""Wilkins, Damien"",Damien Wilkins,0,2004,2017,damien_wilkins,damien_wilkins,0,,,,,,Y,01"
"4695,2366,""Wilks, Mike"",Mike Wilks,0,2002,2009,mike_wilks,mike_wilks,0,,,,,,Y,00"
"4696,1425,""Williams, Aaron"",Aaron Williams,0,1993,2007,aaron_williams,aaron_williams,0,,,,,,Y,00"
"4697,1626210,""Williams, Alan"",Alan Williams,0,2015,2018,alan_williams,alan_williams,0,,,,,,Y,01"
"4698,1631214,""Williams, Alondes"",Alondes Williams,0,2022,2022,alondes_williams,alondes_williams,0,,,,,,Y,11"
"4699,1541,""Williams, Alvin"",Alvin Williams,0,1997,2006,alvin_williams,alvin_williams,0,,,,,,Y,00"
"4704,1630314,""Williams, Brandon"",Brandon Williams,1,2021,2023,brandon_williams,brandon_williams,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01"
"4706,203710,""Williams, C.J."",C.J. Williams,0,2017,2018,c.j._williams,cj_williams,0,,,,,,Y,01"
"4711,101114,""Williams, Deron"",Deron Williams,0,2005,2016,deron_williams,deron_williams,0,,,,,,Y,00"
"4712,202682,""Williams, Derrick"",Derrick Williams,0,2011,2017,derrick_williams,derrick_williams,0,,,,,,Y,00"
"4714,1631495,""Williams, Donovan"",Donovan Williams,0,2022,2022,donovan_williams,donovan_williams,0,,,,,,Y,11"
"4716,202343,""Williams, Elliot"",Elliot Williams,0,2010,2015,elliot_williams,elliot_williams,0,,,,,,Y,01"
"4717,677,""Williams, Eric"",Eric Williams,0,1995,2006,eric_williams,eric_williams,0,,,,,,Y,01"
"4718,2421,""Williams, Frank"",Frank Williams,0,2002,2004,frank_williams,frank_williams,0,,,,,,Y,01"
"4720,1629684,""Williams, Grant"",Grant Williams,1,2019,2023,grant_williams,grant_williams,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00"
"4725,1631114,""Williams, Jalen"",Jalen Williams,1,2022,2023,jalen_williams,jalen_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00"
"4726,1715,""Williams, Jason"",Jason Williams,0,1998,2010,jason_williams,jason_williams,0,,,,,,Y,00"
"4727,101214,""Williams, Jawad"",Jawad Williams,0,2008,2010,jawad_williams,jawad_williams,0,,,,,,Y,01"
"4729,1631119,""Williams, Jaylin"",Jaylin Williams,1,2022,2023,jaylin_williams,jaylin_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01"
"4731,966,""Williams, Jerome"",Jerome Williams,0,1996,2004,jerome_williams,jerome_williams,0,,,,,,Y,00"
"4733,1629140,""Williams, Johnathan"",Johnathan Williams,0,2018,2019,johnathan_williams,johnathan_williams,0,,,,,,Y,01"
"4734,202716,""Williams, Jordan"",Jordan Williams,0,2011,2011,jordan_williams,jordan_williams,0,,,,,,Y,01"
"4735,200818,""Williams, Justin"",Justin Williams,0,2006,2007,justin_williams,justin_williams,0,,,,,,Y,00"
"4737,1629026,""Williams, Kenrich"",Kenrich Williams,1,2018,2023,kenrich_williams,kenrich_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01"
"4740,101150,""Williams, Lou"",Lou Williams,0,2005,2021,lou_williams,lou_williams,0,,,,,,Y,01"
"4741,200766,""Williams, Marcus"",Marcus Williams,0,2006,2009,marcus_williams,marcus_williams,0,,,,,,Y,01"
"4742,201173,""Williams, Marcus"",Marcus Williams,0,2007,2008,marcus_williams,marcus_williams,0,,,,,,Y,01"
"4743,1631109,""Williams, Mark"",Mark Williams,1,2022,2023,mark_williams,mark_williams,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"4744,101107,""Williams, Marvin"",Marvin Williams,0,2005,2019,marvin_williams,marvin_williams,0,,,,,,Y,00"
"4748,2590,""Williams, Mo"",Mo Williams,0,2003,2015,mo_williams,mo_williams,0,,,,,,Y,00"
"4751,1631466,""Williams, Nate"",Nate Williams,1,2022,2023,jeenathan_williams,nate_williams,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,11"
"4752,1630172,""Williams, Patrick"",Patrick Williams,1,2020,2023,patrick_williams,patrick_williams,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00"
"4756,202130,""Williams, Reggie"",Reggie Williams,0,2009,2016,reggie_williams,reggie_williams,0,,,,,,Y,01"
"4762,281,""Williams, Scott"",Scott Williams,0,1990,2004,scott_williams,scott_williams,0,,,,,,Y,00"
"4763,201157,""Williams, Sean"",Sean Williams,0,2007,2011,sean_williams,sean_williams,0,,,,,,Y,01"
"4764,1742,""Williams, Shammond"",Shammond Williams,0,1998,2006,shammond_williams,shammond_williams,0,,,,,,Y,00"
"4765,200761,""Williams, Shawne"",Shawne Williams,0,2006,2014,shawne_williams,shawne_williams,0,,,,,,Y,01"
"4766,200749,""Williams, Shelden"",Shelden Williams,0,2006,2011,shelden_williams,shelden_williams,0,,,,,,Y,00"
"4768,201944,""Williams, Terrence"",Terrence Williams,0,2009,2012,terrence_williams,terrence_williams,0,,,,,,Y,01"
"4770,1627786,""Williams, Troy"",Troy Williams,0,2016,2018,troy_williams,troy_williams,0,,,,,,Y,01"
"4774,1630533,""Williams, Ziaire"",Ziaire Williams,1,2021,2023,ziaire_williams,ziaire_williams,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01"
"4775,1629057,""Williams III, Robert"",Robert Williams III,1,2018,2023,robert_williams,robert_williams_iii,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01"
"4776,1628475,""Williams Jr., Matt"",Matt Williams Jr.,0,2017,2017,matt_williams jr.,matt_williams_jr,0,,,,,,Y,01"
"4777,1631246,""Williams Jr., Vince"",Vince Williams Jr.,1,2022,2023,vince_williams_jr,vince_williams_jr,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01"
"4778,1628430,""Williams-Goss, Nigel"",Nigel Williams-Goss,0,2019,2019,nigel_williams-goss,nigel_williams-goss,0,,,,,,Y,01"
"4779,722,""Williamson, Corliss"",Corliss Williamson,0,1995,2006,corliss_williamson,corliss_williamson,0,,,,,,Y,00"
"4781,1629627,""Williamson, Zion"",Zion Williamson,1,2019,2023,zion_williamson,zion_williamson,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00"
"4782,788,""Willis, Kevin"",Kevin Willis,0,1984,2006,kevin_willis,kevin_willis,0,,,,,,Y,00"
"4787,1628391,""Wilson, D.J."",D.J. Wilson,0,2017,2021,d.j._wilson,dj_wilson,0,,,,,,Y,11"
"4790,1630592,""Wilson, Jalen"",Jalen Wilson,1,2023,2023,jalen_wilson,jalen_wilson,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11"
"4791,203966,""Wilson, Jamil"",Jamil Wilson,0,2017,2017,jamil_wilson,jamil_wilson,0,,,,,,Y,01"
"4799,1627787,""Wiltjer, Kyle"",Kyle Wiltjer,0,2016,2016,kyle_wiltjer,kyle_wiltjer,0,,,,,,Y,01"
"4802,1629685,""Windler, Dylan"",Dylan Windler,1,2019,2023,dylan_windler,dylan_windler,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11"
"4809,1626159,""Winslow, Justise"",Justise Winslow,0,2015,2022,justise_winslow,justise_winslow,0,,,,,,Y,11"
